CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;
EU28.1.0.0.0.OKND;European Union;01 Net capital stock at constant prices, total economy;Net capital stock at 2010 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28401.01;28957.28;29523.97;30173.92;30878.58;31631.91;32347.46;32994.08;33632.21;34296.69;35003.35;35809.87;36732.14;37584.24;38057.80;38497.31;38954.31;39319.02;39622.56;39969.13;40393.33;40854.19;41355.55;41921.13;42516.02;43141.20                                                                                                                                                                                                                                                                                                                                                                                                                                               
EU27.1.0.0.0.OKND;European Union excluding UK;01 Net capital stock at constant prices, total economy;Net capital stock at 2010 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24504.81;24976.91;25471.53;26035.03;26655.69;27320.56;27956.11;28521.59;29077.71;29660.13;30274.76;30986.49;31800.33;32555.47;32976.40;33356.69;33751.90;34050.68;34283.25;34543.55;34873.75;35238.16;35635.15;36096.91;36593.49;37121.77                                                                                                                                                                                                                                                                                                                                                                                                                                  
EU15.1.0.0.0.OKND;European Union (15 countries);01 Net capital stock at constant prices, total economy;Net capital stock at 2010 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24962.14;25577.74;26062.88;26557.06;27072.96;27602.38;28132.62;28740.39;29404.95;30115.94;30791.54;31401.56;32000.60;32617.44;33264.23;33993.13;34803.30;35530.96;35928.90;36304.26;36690.05;36991.13;37238.85;37522.55;37870.32;38275.09;38713.31;39200.92;39709.66;40244.21                                                                                                                                                                                                                                                                                                                                                                                                        
EA19.1.0.0.0.OKND;Euro area;01 Net capital stock at constant prices, total economy;Net capital stock at 2010 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21916.27;22345.51;22788.93;23293.71;23855.12;24453.39;25028.50;25541.72;26043.42;26561.60;27099.11;27709.50;28388.35;28999.24;29329.86;29629.08;29934.72;30148.64;30302.35;30471.50;30693.74;30963.09;31254.56;31594.64;31965.00;32364.32                                                                                                                                                                                                                                                                                                                                                                                                                                                    
EA12.1.0.0.0.OKND;Euro area (12 countries);01 Net capital stock at constant prices, total economy;Net capital stock at 2010 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19947.08;20469.24;20873.13;21280.99;21704.98;22128.06;22562.98;23057.35;23610.53;24201.82;24767.89;25272.04;25764.19;26270.92;26793.41;27384.30;28038.88;28627.79;28951.65;29245.92;29544.09;29753.49;29903.67;30069.69;30285.01;30549.23;30832.73;31162.40;31520.83;31906.92                                                                                                                                                                                                                                                                                                                                                                                                             
DU15.1.0.0.0.OKND;EU15 (including D_W West-Germany);01 Net capital stock at constant prices, total economy;Net capital stock at 2010 prices: total economy ;Mrd ECU/EUR, Standard aggregation;8604.47;8944.21;9302.76;9667.09;10086.57;10524.94;10977.83;11440.36;11943.01;12494.78;13090.63;13704.52;14342.39;15015.03;15632.36;16156.22;16672.73;17184.37;17700.52;18243.51;18787.70;19256.62;19680.07;20085.42;20486.05;20900.88;21341.46;21828.94;22407.02;23059.69;23736.35;24362.49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                            
DA12.1.0.0.0.OKND;EA12 (including D_W West-Germany);01 Net capital stock at constant prices, total economy;Net capital stock at 2010 prices: total economy ;Mrd ECU/EUR, Standard aggregation;6423.05;6704.74;7005.10;7308.83;7651.34;8009.44;8382.33;8756.40;9159.11;9610.48;10097.69;10601.23;11126.14;11682.99;12201.53;12646.55;13086.94;13526.77;13966.19;14422.55;14893.70;15308.61;15673.02;16012.09;16330.75;16653.78;16999.92;17372.35;17811.57;18304.59;18833.93;19347.43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                  
BEL.1.0.0.0.OKND;Belgium;01 Net capital stock at constant prices, total economy;Net capital stock at 2010 prices: total economy ;Mrd EURO-BEF;272.677;280.369;289.214;297.426;308.586;320.400;333.472;346.891;358.806;371.325;385.754;399.440;412.508;427.724;444.776;461.731;479.735;496.311;513.053;528.306;546.316;556.293;564.191;569.294;574.920;581.837;589.391;598.493;613.761;633.943;657.627;677.160;695.983;712.067;727.300;742.788;757.183;773.823;790.303;807.198;824.982;841.919;853.689;863.180;876.924;892.913;908.406;927.463;946.384;957.724;967.098;978.682;989.398;998.387;1011.684;1026.670;1043.962;1062.226;1081.059;1100.157;1119.546                                                                                                                                                                                                                                                                                                                
BGR.1.0.0.0.OKND;Bulgaria;01 Net capital stock at constant prices, total economy;Net capital stock at 2010 prices: total economy ;Mrd BGN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;104.8084;103.6358;105.1989;106.9034;108.6656;110.4684;113.5454;116.4911;119.5319;123.7307;130.7422;139.4306;149.8663;165.2316;175.1543;180.3541;185.3494;190.9236;196.6554;201.6812;207.0962;210.7923;214.7283;219.5099;225.1994;231.5217                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
CZE.1.0.0.0.OKND;Czechia;01 Net capital stock at constant prices, total economy;Net capital stock at 2010 prices: total economy ;Mrd CZK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7966.01;8275.25;8509.77;8713.13;8880.86;9079.85;9300.67;9513.06;9724.09;9952.03;10213.62;10499.08;10870.72;11225.95;11445.90;11662.39;11867.02;12037.78;12157.45;12298.90;12535.71;12717.07;12926.58;13244.14;13588.16;13947.86                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
